NUM_OF_BEDROOMS,NUM_OF_BATHROOMS,LIVING_AREA_sqft,LOT_AREA_sqft,FLOORS,WATER FRONT,VIEW_RATING,CONDITION_RATING,ABOVE_BASEMENT_sqft,BASEMENT_sqft,YEAR_BUILT,YEAR_RENOVATED,PRICE,CITY,ZIP,TOTAL_HOUSE_AREA_sqft
3.0,2.0,1170,5360,1.0,0.0,0.0,3.0,1170,0,1919,2001,335000.0,Seattle,98106,1170
4.0,2.0,2100,4237,2.0,0.0,0.0,3.0,2100,0,2006,0,268500.0,Kent,98031,2100
3.0,2.0,1710,11500,1.0,0.0,0.0,3.0,1210,500,1978,0,385000.0,Kenmore,98028,1710
4.0,3.0,2420,5773,2.0,0.0,0.0,3.0,2420,0,2005,0,376000.0,MapleValley,98038,2420
4.0,2.0,1370,4000,2.0,0.0,0.0,3.0,1370,0,1951,1994,605004.0,Seattle,98199,1370
4.0,2.0,2660,3900,1.5,0.0,0.0,4.0,1480,1180,1923,0,886000.0,Seattle,98112,2660
4.0,2.0,2260,3713,2.0,0.0,0.0,3.0,2260,0,2003,0,560000.0,Kirkland,98034,2260
3.0,1.0,1500,13500,1.0,0.0,0.0,4.0,1500,0,1968,0,270000.0,Renton,98059,1500
4.0,2.0,2658,3960,2.0,0.0,0.0,3.0,2658,0,2014,0,411605.0,Auburn,98092,2658
4.0,2.0,2700,5150,2.0,0.0,0.0,3.0,2700,0,2007,0,550000.0,Renton,98059,2700
3.0,2.0,1530,1245,2.0,0.0,0.0,3.0,1050,480,2014,0,465000.0,Seattle,98122,1530
3.0,2.0,1480,1485,2.0,0.0,0.0,3.0,1280,200,2007,0,584000.0,Seattle,98102,1480
3.0,3.0,1390,1080,2.0,0.0,0.0,3.0,1140,250,2006,0,275000.0,Seattle,98118,1390
3.0,2.0,1660,3990,2.0,0.0,0.0,3.0,1660,0,2009,0,324500.0,Seattle,98118,1660
3.0,2.0,2050,4185,2.0,0.0,0.0,3.0,2050,0,2011,0,700000.0,Seattle,98117,2050
4.0,1.0,1550,7740,1.5,0.0,0.0,3.0,1550,0,1954,2005,385200.0,Seattle,98126,1550
4.0,2.0,1900,8600,1.0,0.0,0.0,4.0,1900,0,1975,0,270000.0,FederalWay,98023,1900
2.0,2.0,1490,4080,1.0,0.0,0.0,3.0,930,560,1956,2001,389250.0,Seattle,98126,1490
3.0,2.0,1750,12500,1.0,0.0,0.0,3.0,1150,600,1954,2005,315000.0,FallCity,98024,1750
4.0,2.0,2040,6034,2.0,0.0,0.0,3.0,2040,0,1990,2009,545000.0,Seattle,98115,2040
3.0,2.0,1900,5000,1.5,0.0,0.0,3.0,1640,260,1926,2003,550000.0,Seattle,98115,1900
3.0,2.0,1910,12596,1.0,0.0,0.0,3.0,1340,570,1977,2004,415000.0,Woodinville,98072,1910
3.0,1.0,1560,14333,1.0,0.0,0.0,4.0,1560,0,1953,1983,387500.0,NormandyPark,98166,1560
3.0,2.0,1470,6250,1.0,0.0,3.0,4.0,1070,400,1939,1989,432000.0,LakeForestPark,98155,1470
3.0,2.0,2700,9994,1.0,0.0,3.0,4.0,1350,1350,1959,0,402000.0,DesMoines,98198,2700
4.0,3.0,3450,11240,2.0,0.0,3.0,4.0,2430,1020,1960,2001,1035000.0,Burien,98166,3450
3.0,2.0,1970,9600,1.0,0.0,0.0,4.0,1300,670,1967,0,294700.0,FederalWay,98003,1970
3.0,2.0,2670,12187,2.0,0.0,0.0,3.0,2670,0,1986,0,744000.0,Redmond,98052,2670
3.0,2.0,2550,13458,2.0,0.0,0.0,3.0,2550,0,1990,2009,715000.0,Bellevue,98006,2550
4.0,1.0,1720,4011,1.5,0.0,0.0,4.0,1720,0,1904,0,500000.0,Seattle,98107,1720
4.0,2.0,2840,9354,2.0,0.0,0.0,3.0,2840,0,1990,2009,650000.0,Sammamish,98074,2840
3.0,2.0,1480,7040,1.0,0.0,0.0,3.0,1480,0,1974,0,510000.0,Kirkland,98033,1480
5.0,3.0,2440,8000,1.0,0.0,0.0,4.0,1240,1200,1972,0,525000.0,Kirkland,98034,2440
4.0,3.0,2880,5750,1.5,0.0,0.0,5.0,1710,1170,1928,1970,920000.0,Seattle,98116,2880
2.0,1.0,1730,9610,1.0,0.0,0.0,3.0,1380,350,1962,2003,200000.0,Auburn,98001,1730
2.0,1.0,1260,4080,1.5,0.0,0.0,5.0,1260,0,1926,0,435000.0,Seattle,98115,1260
4.0,2.0,2230,9900,1.5,0.0,0.0,5.0,2230,0,1959,0,809950.0,Bellevue,98005,2230
3.0,2.0,2030,2805,2.0,0.0,0.0,3.0,1720,310,2001,0,471000.0,Issaquah,98027,2030
2.0,1.0,810,4800,1.0,0.0,0.0,3.0,810,0,1948,1994,253500.0,Seattle,98126,810
3.0,1.0,1840,8100,1.0,0.0,0.0,4.0,920,920,1953,1983,185000.0,Burien,98166,1840
2.0,2.0,2280,6815,1.0,0.0,0.0,3.0,2280,0,2002,0,835000.0,Redmond,98053,2280
4.0,2.0,2630,6326,2.0,0.0,0.0,3.0,2630,0,2008,0,589500.0,Snoqualmie,98065,2630
3.0,2.0,1020,7020,1.5,0.0,0.0,4.0,1020,0,1953,1983,360000.0,Shoreline,98155,1020
4.0,2.0,1990,2175,2.0,0.0,0.0,3.0,1680,310,2005,0,595000.0,Seattle,98107,1990
4.0,2.0,2680,15508,2.0,0.0,0.0,3.0,2680,0,1999,0,300000.0,FederalWay,98023,2680
3.0,2.0,1980,3300,1.5,0.0,0.0,4.0,1140,840,1926,1993,660000.0,Seattle,98115,1980
3.0,2.0,2400,6975,2.0,0.0,0.0,3.0,2400,0,1993,0,570000.0,Newcastle,98056,2400
2.0,1.0,780,5000,1.0,0.0,0.0,4.0,780,0,1943,0,285000.0,Seattle,98146,780
3.0,2.0,980,5000,1.0,0.0,0.0,3.0,980,0,1940,1996,435000.0,Seattle,98144,980
3.0,2.0,1480,1961,2.0,0.0,0.0,3.0,1480,0,2005,0,450000.0,Issaquah,98029,1480
4.0,2.0,1320,14250,1.0,0.0,0.0,4.0,1320,0,1954,1979,510000.0,Kirkland,98033,1320
5.0,3.0,4400,18500,1.0,0.0,3.0,5.0,2250,2150,1963,0,1120000.0,Kenmore,98028,4400
3.0,2.0,2260,9568,1.0,0.0,0.0,3.0,1780,480,1985,0,539000.0,Sammamish,98074,2260
4.0,2.0,1880,14653,2.0,0.0,0.0,3.0,1880,0,1978,0,407193.0,Carnation,98014,1880
3.0,2.0,1370,9900,1.0,0.0,0.0,4.0,1370,0,1983,0,320000.0,Milton,98354,1370
4.0,3.0,2720,3800,2.0,0.0,0.0,5.0,1800,920,1919,1934,739000.0,Seattle,98115,2720
2.0,2.0,1740,5400,1.0,0.0,0.0,4.0,990,750,1946,1989,452000.0,Seattle,98115,1740
4.0,2.0,2560,5593,2.0,0.0,0.0,3.0,2560,0,2001,0,600000.0,Redmond,98053,2560
4.0,2.0,2430,4747,2.0,0.0,0.0,3.0,2430,0,2008,0,585000.0,Issaquah,98027,2430
2.0,2.0,1405,1073,2.0,0.0,0.0,3.0,1140,265,2007,0,405000.0,Seattle,98122,1405
5.0,3.0,3030,7679,2.0,0.0,0.0,3.0,3030,0,2014,0,837219.0,Sammamish,98075,3030
4.0,2.0,4150,8436,2.0,0.0,0.0,3.0,4150,0,2014,0,969990.0,Sammamish,98075,4150
3.0,3.0,1730,2940,3.0,0.0,0.0,3.0,1730,0,1985,0,490000.0,Seattle,98117,1730
4.0,2.0,3070,6432,2.0,0.0,0.0,3.0,3070,0,2006,0,462000.0,Renton,98055,3070
4.0,2.0,1780,4169,2.0,0.0,0.0,3.0,1780,0,1994,0,540000.0,Issaquah,98029,1780
4.0,2.0,1811,4381,2.0,0.0,0.0,3.0,1811,0,2007,0,260000.0,Renton,98055,1811
3.0,2.0,2300,7398,2.0,0.0,0.0,3.0,2300,0,2001,0,567500.0,Snoqualmie,98065,2300
2.0,1.0,1440,3225,1.0,0.0,0.0,3.0,960,480,1915,0,445000.0,Seattle,98103,1440
4.0,2.0,2370,9360,2.0,0.0,0.0,4.0,2370,0,1979,0,684680.0,Redmond,98052,2370
3.0,1.0,1300,3550,1.5,0.0,0.0,3.0,1300,0,1927,2011,455000.0,Seattle,98105,1300
5.0,3.0,2870,4369,2.0,0.0,0.0,3.0,2090,780,2007,0,540000.0,Bothell,98011,2870
3.0,3.0,3400,7200,2.0,0.0,2.0,3.0,2470,930,2009,0,530000.0,Renton,98056,3400
3.0,1.0,1410,5060,1.0,0.0,0.0,4.0,910,500,1956,0,410000.0,Seattle,98133,1410
3.0,2.0,1640,13500,1.0,0.0,0.0,3.0,1110,530,1940,1996,450000.0,Seattle,98125,1640
4.0,2.0,3190,7399,2.0,0.0,0.0,3.0,3190,0,2006,0,609900.0,MapleValley,98038,3190
4.0,2.0,2380,13435,2.0,0.0,0.0,3.0,2380,0,1992,0,648000.0,Issaquah,98075,2380
3.0,2.0,2260,4165,2.0,0.0,0.0,3.0,2260,0,2005,0,550000.0,Sammamish,98075,2260
3.0,2.0,1240,8050,1.0,0.0,0.0,4.0,1240,0,1978,2000,347000.0,Sammamish,98074,1240
3.0,2.0,1860,7963,1.0,0.0,0.0,3.0,1200,660,1963,2008,288350.0,Tukwila,98188,1860
3.0,2.0,2210,8000,2.0,0.0,0.0,4.0,2210,0,1969,0,250250.0,FederalWay,98023,2210
4.0,2.0,1920,7665,1.0,0.0,0.0,4.0,1500,420,1975,0,341000.0,Renton,98058,1920
4.0,3.0,3150,7778,2.0,0.0,0.0,3.0,3150,0,2000,0,700000.0,Sammamish,98075,3150
4.0,2.0,2700,7875,1.5,0.0,0.0,4.0,2700,0,1968,0,390000.0,Renton,98058,2700
3.0,2.0,2190,7149,1.0,0.0,1.0,4.0,1240,950,1963,0,539950.0,Renton,98056,2190
2.0,2.0,1380,951,3.0,0.0,0.0,3.0,1380,0,2006,0,552000.0,Seattle,98103,1380
5.0,2.0,2520,5753,1.5,0.0,0.0,4.0,1510,1010,1928,0,250000.0,Enumclaw,98022,2520
3.0,2.0,1300,8800,1.0,0.0,0.0,4.0,1300,0,1963,0,502000.0,Bellevue,98008,1300
4.0,2.0,2220,6500,2.0,0.0,3.0,4.0,2220,0,1964,0,480000.0,Burien,98166,2220
2.0,1.0,730,7528,1.0,0.0,0.0,3.0,730,0,1946,0,378500.0,Seattle,98115,730
4.0,2.0,1980,5909,2.0,0.0,0.0,3.0,1980,0,2003,0,307550.0,Kent,98031,1980
2.0,1.0,740,5995,1.0,0.0,0.0,4.0,740,0,1949,1985,304700.0,Seattle,98133,740
3.0,2.0,2050,3520,1.0,0.0,0.0,4.0,1070,980,1977,0,568000.0,Seattle,98136,2050
3.0,2.0,1230,7500,1.0,0.0,0.0,3.0,1230,0,1987,2000,385000.0,Kirkland,98034,1230
3.0,2.0,1210,1420,3.0,0.0,0.0,3.0,1210,0,2008,0,345000.0,Seattle,98103,1210
3.0,2.0,1890,7200,1.0,0.0,0.0,4.0,1230,660,1973,0,435000.0,Seattle,98125,1890
2.0,2.0,1870,6275,1.0,0.0,0.0,3.0,1870,0,2003,0,579000.0,Redmond,98053,1870
3.0,2.0,1330,6301,1.0,0.0,0.0,3.0,1330,0,1998,2006,236000.0,Auburn,98002,1330
3.0,2.0,1710,10800,1.0,0.0,0.0,4.0,1710,0,1958,1972,368000.0,Kenmore,98028,1710
2.0,1.0,1200,9000,1.0,0.0,2.0,5.0,1200,0,1917,0,255000.0,DesMoines,98198,1200
2.0,1.0,1140,5100,1.0,0.0,0.0,3.0,1140,0,1942,1999,400000.0,Seattle,98136,1140
3.0,2.0,2240,8153,1.0,0.0,0.0,3.0,1120,1120,1948,1994,440000.0,Seattle,98125,2240
2.0,1.0,920,6600,1.0,0.0,0.0,3.0,920,0,1919,2003,417000.0,Seattle,98118,920
2.0,1.0,800,5000,1.0,0.0,0.0,3.0,800,0,1906,2014,435000.0,Seattle,98107,800
4.0,3.0,1980,11443,1.0,0.0,0.0,5.0,1980,0,1952,1998,475000.0,LakeForestPark,98155,1980
4.0,2.0,2800,12831,2.0,0.0,0.0,3.0,2800,0,2001,0,563500.0,Duvall,98019,2800
4.0,2.0,2330,9928,2.0,0.0,0.0,3.0,2330,0,1998,2006,471000.0,NorthBend,98045,2330
4.0,2.0,2240,9886,1.5,0.0,0.0,4.0,2240,0,1965,0,500000.0,Bellevue,98008,2240
3.0,2.0,2140,8925,2.0,0.0,0.0,3.0,2140,0,1991,0,640000.0,Sammamish,98074,2140
4.0,2.0,2170,14024,2.0,0.0,0.0,3.0,2170,0,1992,0,442500.0,Duvall,98019,2170
3.0,2.0,1150,8686,1.0,0.0,0.0,4.0,1150,0,1963,0,213400.0,Renton,98055,1150
4.0,2.0,2030,3905,1.5,0.0,0.0,4.0,1630,400,1926,1993,831000.0,Seattle,98103,2030
3.0,2.0,1350,11805,1.0,0.0,0.0,3.0,1350,0,1986,0,325000.0,Duvall,98019,1350
2.0,1.0,910,4635,1.0,0.0,0.0,4.0,910,0,1905,0,425000.0,Seattle,98107,910
4.0,2.0,2700,5100,1.0,0.0,0.0,4.0,1440,1260,1968,0,550000.0,Seattle,98136,2700
4.0,4.0,3730,15029,2.0,0.0,2.0,3.0,2440,1290,1991,0,599950.0,Kent,98042,3730
4.0,3.0,2050,5000,2.0,0.0,0.0,4.0,1370,680,1987,0,750000.0,Seattle,98112,2050
4.0,3.0,2390,4500,2.0,0.0,0.0,3.0,2390,0,1974,0,290000.0,Renton,98057,2390
4.0,3.0,1990,7252,1.0,0.0,0.0,3.0,1270,720,1999,0,270000.0,Auburn,98002,1990
3.0,1.0,1330,8912,1.0,0.0,0.0,3.0,1330,0,1948,1994,234999.0,SeaTac,98188,1330
4.0,3.0,2190,14937,2.0,0.0,0.0,3.0,2190,0,1993,0,367300.0,Auburn,98001,2190
2.0,2.0,1060,1241,2.0,0.0,0.0,3.0,960,100,2008,0,352750.0,Seattle,98144,1060
2.0,1.0,710,1136,2.0,0.0,0.0,4.0,710,0,1943,0,403950.0,Seattle,98102,710
4.0,2.0,2730,4800,1.5,0.0,0.0,5.0,2230,500,1909,1988,980000.0,Seattle,98119,2730
3.0,2.0,1760,10780,1.0,0.0,0.0,3.0,1760,0,1977,2004,554000.0,Bellevue,98005,1760
3.0,2.0,1530,3464,2.0,0.0,0.0,3.0,1530,0,1998,2006,546000.0,Bellevue,98007,1530
3.0,2.0,1310,2550,1.0,0.0,0.0,3.0,780,530,1986,0,428000.0,Seattle,98103,1310
3.0,3.0,2500,8304,2.0,0.0,0.0,3.0,2500,0,1997,0,364900.0,Kent,98031,2500
3.0,2.0,2070,5386,1.0,0.0,0.0,4.0,1140,930,1948,0,559000.0,Seattle,98117,2070
4.0,2.0,1980,9000,1.0,0.0,0.0,2.0,1480,500,1978,0,213000.0,FederalWay,98023,1980
4.0,1.0,1910,16320,1.5,0.0,0.0,3.0,1910,0,1934,1978,240000.0,Seattle,98106,1910
3.0,2.0,2630,10100,1.0,0.0,0.0,4.0,1580,1050,1967,0,852500.0,Bellevue,98006,2630
3.0,2.0,1960,4400,2.0,0.0,0.0,3.0,1960,0,2006,0,410000.0,Snoqualmie,98065,1960
3.0,2.0,2210,16200,1.0,0.0,0.0,3.0,1390,820,1958,2004,625000.0,Bellevue,98005,2210
3.0,1.0,1590,13000,1.5,0.0,0.0,3.0,1590,0,1944,0,235000.0,Burien,98166,1590
3.0,2.0,1900,6224,2.0,0.0,0.0,3.0,1900,0,2005,0,536000.0,Sammamish,98075,1900
4.0,2.0,2020,7560,1.0,0.0,0.0,4.0,2020,0,1960,2001,379000.0,Renton,98059,2020
2.0,2.0,1340,1210,2.0,0.0,0.0,3.0,1120,220,2008,0,345000.0,Seattle,98144,1340
3.0,2.0,1800,2700,2.0,0.0,0.0,3.0,1800,0,2011,0,365000.0,Seattle,98126,1800
3.0,2.0,1480,1590,2.0,0.0,0.0,3.0,1150,330,2010,0,315000.0,Seattle,98106,1480
4.0,2.0,2750,7807,1.5,0.0,0.0,5.0,2250,500,1916,0,571000.0,Seattle,98125,2750
3.0,3.0,2540,4694,2.0,0.0,0.0,3.0,2540,0,2005,0,695000.0,Sammamish,98074,2540
4.0,2.0,1930,9643,2.0,0.0,0.0,4.0,1930,0,1992,0,315000.0,Kent,98031,1930
2.0,1.0,860,3880,1.0,0.0,0.0,4.0,860,0,1916,0,420000.0,Seattle,98117,860
3.0,2.0,1420,7650,1.0,0.0,0.0,4.0,1100,320,1984,0,310000.0,Renton,98056,1420
3.0,2.0,2080,3880,1.0,0.0,0.0,5.0,1160,920,1954,0,700000.0,Seattle,98117,2080
3.0,2.0,1560,4200,2.0,0.0,0.0,3.0,1560,0,2003,0,269000.0,MapleValley,98038,1560
4.0,2.0,1960,7133,2.0,0.0,0.0,3.0,1960,0,2002,0,369990.0,Renton,98056,1960
3.0,2.0,1620,4500,2.0,0.0,0.0,4.0,1620,0,1926,1993,800000.0,Seattle,98119,1620
5.0,3.0,3670,10583,1.0,0.0,0.0,5.0,2060,1610,1952,1998,569000.0,LakeForestPark,98155,3670
6.0,2.0,1930,8400,1.0,0.0,0.0,3.0,1030,900,1971,0,175000.0,Burien,98146,1930
3.0,2.0,1290,1286,3.0,0.0,0.0,3.0,1290,0,2000,0,440000.0,Seattle,98103,1290
5.0,2.0,1970,15247,1.0,0.0,0.0,3.0,1450,520,1986,0,435000.0,FallCity,98024,1970
3.0,2.0,1540,6909,1.0,0.0,0.0,4.0,920,620,1955,2009,345000.0,Shoreline,98155,1540
3.0,2.0,2220,10275,2.0,0.0,0.0,3.0,1640,580,1980,0,490000.0,Issaquah,98027,2220
3.0,2.0,2430,9133,1.0,0.0,0.0,4.0,1410,1020,1978,2000,335000.0,Renton,98059,2430
4.0,1.0,1120,2685,1.0,0.0,0.0,3.0,860,260,1939,1969,100000.0,Renton,98057,1120
4.0,1.0,1390,10800,1.5,0.0,0.0,4.0,1390,0,1941,1998,417500.0,Seattle,98177,1390
3.0,2.0,2040,7281,1.0,0.0,0.0,3.0,1020,1020,1962,2003,253000.0,Tukwila,98188,2040
4.0,2.0,3020,8302,2.0,0.0,0.0,4.0,3020,0,1994,0,490000.0,Covington,98042,3020
3.0,2.0,2290,14800,1.0,0.0,0.0,3.0,1620,670,1965,1993,470000.0,LakeForestPark,98155,2290
4.0,2.0,1210,11100,1.0,0.0,0.0,4.0,1210,0,1955,2009,483300.0,Bellevue,98006,1210
3.0,2.0,2510,6320,2.0,0.0,0.0,3.0,2510,0,1996,0,659000.0,Sammamish,98075,2510
4.0,2.0,2320,4322,1.0,0.0,0.0,3.0,1140,1180,1910,2006,480000.0,Seattle,98144,2320
3.0,1.0,970,6600,1.0,0.0,0.0,3.0,970,0,1965,1993,165000.0,Burien,98168,970
3.0,2.0,1820,5500,1.0,0.0,0.0,4.0,1620,200,1957,2001,659500.0,Seattle,98115,1820
3.0,1.0,970,7742,1.0,0.0,0.0,4.0,970,0,1967,0,219900.0,FederalWay,98003,970
2.0,1.0,1740,3622,1.0,0.0,0.0,4.0,950,790,1924,0,315000.0,Seattle,98118,1740
3.0,2.0,1590,7560,1.0,0.0,0.0,3.0,1130,460,1984,0,250000.0,Kent,98031,1590
2.0,1.0,1380,5000,1.0,0.0,0.0,3.0,870,510,1943,2002,268000.0,Seattle,98108,1380
4.0,2.0,1680,11123,1.0,0.0,0.0,3.0,1130,550,1959,1989,380000.0,Shoreline,98177,1680
2.0,1.0,1220,3000,1.0,0.0,0.0,3.0,920,300,1926,2003,499000.0,Seattle,98117,1220
2.0,2.0,1651,18200,1.0,0.0,0.0,3.0,1651,0,1946,0,285000.0,Vashon,98070,1651
3.0,2.0,1330,9200,1.0,0.0,0.0,4.0,1330,0,1973,0,183000.0,Auburn,98092,1330
3.0,3.0,2940,4622,2.0,0.0,0.0,4.0,2230,710,1988,0,1070000.0,Seattle,98105,2940
3.0,3.0,1410,1246,3.0,0.0,0.0,3.0,1410,0,2005,0,429000.0,Seattle,98103,1410
2.0,1.0,1100,3598,1.0,0.0,0.0,4.0,1100,0,1926,1993,403000.0,Seattle,98144,1100
3.0,2.0,1530,7200,1.0,0.0,0.0,3.0,1530,0,1975,0,375500.0,LakeForestPark,98155,1530
3.0,2.0,2110,5150,1.0,0.0,0.0,5.0,1080,1030,1919,1934,516200.0,Seattle,98118,2110
4.0,2.0,1720,8750,1.0,0.0,0.0,3.0,860,860,1971,0,385000.0,Kirkland,98034,1720
3.0,2.0,1800,5001,2.0,0.0,0.0,3.0,1800,0,1996,0,515000.0,Kirkland,98034,1800
4.0,2.0,2210,9427,2.0,0.0,0.0,3.0,2210,0,1999,0,375000.0,Burien,98148,2210
4.0,2.0,2560,9731,2.0,0.0,0.0,4.0,2560,0,1973,0,650000.0,Kirkland,98034,2560
2.0,2.0,1010,7719,2.0,0.0,0.0,3.0,1010,0,1981,2013,306888.0,Renton,98056,1010
4.0,2.0,3340,12248,2.0,0.0,1.0,3.0,2470,870,1998,2006,870000.0,Seattle,98126,3340
4.0,1.0,1740,11075,1.5,0.0,0.0,3.0,1740,0,1965,1993,310000.0,Shoreline,98133,1740
3.0,2.0,1320,7200,1.0,0.0,0.0,5.0,1320,0,1975,0,251750.0,Kent,98031,1320
3.0,2.0,1520,8625,1.0,0.0,0.0,3.0,1520,0,1976,0,366000.0,Bothell,98011,1520
3.0,2.0,2010,9480,1.0,0.0,0.0,3.0,1570,440,1951,1994,429950.0,Seattle,98125,2010
3.0,4.0,2440,3427,2.0,0.0,0.0,3.0,1990,450,2000,0,710000.0,Bellevue,98005,2440
3.0,1.0,1010,9450,1.0,0.0,0.0,4.0,1010,0,1959,0,149500.0,DesMoines,98198,1010
3.0,2.0,1780,6771,1.0,0.0,0.0,3.0,1230,550,1990,2009,310000.0,Seattle,98106,1780
3.0,2.0,2180,4976,1.5,0.0,2.0,4.0,1680,500,1930,0,555000.0,Seattle,98126,2180
5.0,3.0,2750,7500,2.0,0.0,1.0,3.0,2150,600,1937,1997,750000.0,Kirkland,98033,2750
4.0,3.0,3490,7024,2.0,0.0,0.0,3.0,3490,0,2006,0,745000.0,Sammamish,98075,3490
3.0,2.0,1870,7189,1.0,0.0,0.0,3.0,1270,600,1959,1989,433000.0,Seattle,98118,1870
4.0,1.0,1150,8184,1.5,0.0,0.0,3.0,1150,0,1947,2012,307000.0,Shoreline,98155,1150
3.0,2.0,2050,11856,1.0,0.0,0.0,3.0,1460,590,1962,2003,655275.0,Bellevue,98006,2050
4.0,3.0,1940,6555,2.0,0.0,0.0,3.0,1940,0,1990,2009,392000.0,MapleValley,98038,1940
3.0,2.0,1890,9100,2.0,0.0,0.0,4.0,1890,0,1952,0,359950.0,Shoreline,98133,1890
4.0,2.0,1630,10375,1.0,0.0,0.0,5.0,1630,0,1968,0,360000.0,Woodinville,98077,1630
4.0,2.0,2440,5000,1.0,0.0,0.0,3.0,1340,1100,1954,2005,566000.0,Seattle,98117,2440
5.0,3.0,3100,9825,2.0,0.0,2.0,4.0,3100,0,1950,1982,700000.0,Seattle,98125,3100
3.0,2.0,2090,6045,2.0,0.0,0.0,3.0,2090,0,2000,0,415000.0,Renton,98056,2090
3.0,1.0,920,9812,1.0,0.0,0.0,4.0,920,0,1962,0,199500.0,Auburn,98001,920
3.0,1.0,1580,5000,1.5,0.0,0.0,3.0,1580,0,1926,2003,749000.0,Seattle,98117,1580
3.0,2.0,1760,8400,1.0,0.0,0.0,4.0,1460,300,1960,2001,680000.0,Seattle,98136,1760
4.0,2.0,2530,7563,1.0,0.0,0.0,3.0,1440,1090,1978,0,400000.0,Bothell,98011,2530
4.0,3.0,2490,9714,1.0,0.0,0.0,4.0,1400,1090,1983,0,608000.0,Bothell,98011,2490
5.0,2.0,2732,9500,1.0,0.0,2.0,4.0,1870,862,1975,0,480000.0,FederalWay,98003,2732
5.0,3.0,3230,3825,2.0,0.0,0.0,3.0,2480,750,2014,0,1059500.0,Seattle,98117,3230
4.0,4.0,3510,9364,2.0,0.0,0.0,3.0,3510,0,2001,0,695000.0,Snoqualmie,98065,3510
2.0,2.0,1060,1208,2.0,0.0,0.0,3.0,940,120,2005,0,499950.0,Seattle,98102,1060
4.0,2.0,2009,5000,2.0,0.0,0.0,3.0,2009,0,2014,0,303210.0,Auburn,98092,2009
5.0,3.0,2880,8364,2.0,0.0,0.0,3.0,2880,0,2006,0,525000.0,Renton,98059,2880
2.0,1.0,710,1157,2.0,0.0,0.0,4.0,710,0,1943,0,399950.0,Seattle,98102,710
3.0,2.0,2070,13241,1.5,0.0,0.0,5.0,1270,800,1910,0,850830.0,Seattle,98102,2070
3.0,2.0,1370,8336,1.0,0.0,0.0,5.0,1370,0,1964,0,371500.0,Shoreline,98133,1370
3.0,2.0,1730,8400,1.0,0.0,0.0,4.0,1400,330,1980,0,522000.0,Redmond,98052,1730
4.0,2.0,1680,5000,1.0,0.0,0.0,3.0,980,700,1950,2005,588000.0,Seattle,98115,1680
2.0,1.0,1350,10096,1.0,0.0,2.0,4.0,1350,0,1952,0,276900.0,NorthBend,98045,1350
5.0,2.0,1510,9078,1.0,0.0,0.0,4.0,1510,0,1959,0,248000.0,SeaTac,98168,1510
3.0,2.0,1860,6607,2.0,0.0,0.0,3.0,1860,0,1989,0,280000.0,FederalWay,98023,1860
6.0,5.0,3440,4500,2.0,0.0,0.0,3.0,3280,160,2007,0,495000.0,Renton,98057,3440
6.0,3.0,4250,4400,2.5,0.0,0.0,4.0,3020,1230,1902,0,665000.0,Seattle,98118,4250
2.0,1.0,860,3874,1.0,0.0,0.0,4.0,860,0,1931,0,290300.0,Renton,98057,860
2.0,2.0,1640,4080,1.0,0.0,0.0,3.0,840,800,1921,2000,527000.0,Seattle,98105,1640
2.0,2.0,1295,1093,2.0,0.0,0.0,3.0,1105,190,2007,0,487028.0,Seattle,98122,1295
3.0,2.0,2210,6300,1.5,0.0,0.0,5.0,2210,0,1916,0,799000.0,Seattle,98144,2210
3.0,1.0,940,10368,1.0,0.0,0.0,3.0,940,0,1965,1993,354000.0,Redmond,98052,940
3.0,2.0,1160,8906,1.0,0.0,0.0,3.0,1160,0,1962,2003,262500.0,Seattle,98118,1160
3.0,1.0,1050,6300,1.0,0.0,0.0,3.0,1050,0,1942,1999,220000.0,Seattle,98146,1050
2.0,1.0,1030,5750,1.0,0.0,0.0,5.0,1030,0,1928,1970,650000.0,Seattle,98116,1030
4.0,4.0,2690,4000,2.0,0.0,3.0,4.0,2120,570,1909,1989,800000.0,Seattle,98119,2690
2.0,1.0,700,4700,1.0,0.0,0.0,5.0,700,0,1953,0,200000.0,Renton,98056,700
5.0,4.0,2100,5107,2.0,0.0,0.0,3.0,1410,690,1999,0,295000.0,Seattle,98178,2100
3.0,2.0,1870,4060,2.0,0.0,0.0,3.0,1870,0,2005,0,285000.0,Kent,98042,1870
3.0,2.0,1520,15090,1.0,0.0,0.0,4.0,1520,0,1968,0,290000.0,MapleValley,98038,1520
3.0,2.0,1460,11407,1.0,0.0,0.0,3.0,1460,0,1954,2005,381000.0,LakeForestPark,98155,1460
3.0,2.0,2600,7465,2.0,0.0,0.0,3.0,2600,0,1988,2000,571000.0,Bothell,98011,2600
4.0,2.0,3320,11901,2.0,0.0,0.0,5.0,2650,670,1977,0,852600.0,Bellevue,98006,3320
5.0,2.0,2340,6000,2.0,0.0,0.0,4.0,2340,0,1922,0,1085000.0,Seattle,98144,2340
3.0,1.0,890,7200,1.0,0.0,0.0,3.0,890,0,1951,1994,371000.0,Seattle,98125,890
3.0,2.0,1720,5899,1.0,0.0,1.0,3.0,1220,500,1986,0,514000.0,Seattle,98136,1720
4.0,2.0,2180,7203,2.0,0.0,0.0,4.0,2180,0,1989,0,464000.0,Renton,98059,2180
